order_item_id,order_id,product_id,quantity,unit_price,line_revenue
HITM0000216,HORD000070,PRD0565,2,294.27,588.54
HITM0000217,HORD000070,PRD0437,2,2082.66,4165.32
HITM0000218,HORD000071,PRD0850,1,312.03,312.03
HITM0000219,HORD000071,PRD0733,2,1586.43,3172.86
HITM0000220,HORD000071,PRD0225,1,1060.36,1060.36
HITM0000221,HORD000072,PRD0369,1,123.0,123.0
HITM0000222,HORD000072,PRD0290,1,151.92,151.92
HITM0000223,HORD000072,PRD0930,2,360.98,721.96
HITM0000224,HORD000073,PRD0996,3,643.77,1931.31
HITM0000225,HORD000073,PRD0935,1,41.85,41.85
HITM0000226,HORD000073,PRD0199,2,1201.16,2402.32
HITM0000227,HORD000073,PRD0573,1,281.0,281.0
HITM0000228,HORD000074,PRD0940,1,200.38,200.38
HITM0000229,HORD000074,PRD0498,1,536.61,536.61
HITM0000230,HORD000074,PRD0798,2,647.08,1294.16
HITM0000231,HORD000075,PRD0811,1,1099.78,1099.78
HITM0000232,HORD000076,PRD0180,1,270.59,270.59
HITM0000233,HORD000076,PRD0324,1,632.08,632.08
HITM0000234,HORD000076,PRD0444,1,617.76,617.76
HITM0000235,HORD000077,PRD0345,1,437.36,437.36
HITM0000236,HORD000077,PRD0575,2,177.67,355.34
HITM0000237,HORD000077,PRD0834,1,2605.19,2605.19
HITM0000238,HORD000077,PRD0497,1,2082.0,2082.0
HITM0000239,HORD000078,PRD0136,1,360.6,360.6
HITM0000240,HORD000078,PRD0443,1,393.59,393.59
HITM0000241,HORD000078,PRD0909,2,167.36,334.72
HITM0000242,HORD000079,PRD0020,2,254.09,508.18
HITM0000243,HORD000079,PRD0936,1,214.36,214.36
HITM0000244,HORD000079,PRD0493,1,1091.53,1091.53
HITM0000245,HORD000079,PRD0397,2,1333.88,2667.76
HITM0000246,HORD000080,PRD0342,2,771.91,1543.82
HITM0000247,HORD000080,PRD0595,1,758.18,758.18
HITM0000248,HORD000080,PRD0453,1,1232.3,1232.3
HITM0000249,HORD000081,PRD0180,1,270.59,270.59
HITM0000250,HORD000081,PRD0296,1,767.13,767.13
HITM0000251,HORD000081,PRD0062,1,1491.83,1491.83
HITM0000252,HORD000082,PRD0394,1,1051.66,1051.66
HITM0000253,HORD000082,PRD0073,2,1270.32,2540.64
HITM0000254,HORD000083,PRD0014,1,953.24,953.24
HITM0000255,HORD000083,PRD0594,1,2046.58,2046.58
HITM0000256,HORD000084,PRD0153,1,718.81,718.81
HITM0000257,HORD000084,PRD0409,1,178.56,178.56
HITM0000258,HORD000084,PRD0992,3,1671.9,5015.7
HITM0000259,HORD000084,PRD0471,1,1997.5,1997.5
HITM0000260,HORD000084,PRD0439,2,1460.48,2920.96
HITM0000261,HORD000085,PRD0460,1,250.7,250.7
HITM0000262,HORD000085,PRD0370,1,285.36,285.36
HITM0000263,HORD000085,PRD0048,1,176.51,176.51
HITM0000264,HORD000086,PRD0347,1,2438.33,2438.33
HITM0000265,HORD000086,PRD0904,1,1097.17,1097.17
HITM0000266,HORD000086,PRD0008,1,146.16,146.16
HITM0000267,HORD000086,PRD0216,1,503.39,503.39
HITM0000268,HORD000087,PRD0983,1,854.84,854.84
HITM0000269,HORD000087,PRD0413,1,1348.47,1348.47
HITM0000270,HORD000087,PRD0438,1,185.01,185.01
HITM0000271,HORD000087,PRD0260,1,386.46,386.46
HITM0000272,HORD000087,PRD0325,1,926.64,926.64
HITM0000273,HORD000088,PRD0291,1,2517.39,2517.39
HITM0000274,HORD000088,PRD0935,1,41.85,41.85
HITM0000275,HORD000088,PRD0956,2,86.17,172.34
HITM0000276,HORD000088,PRD0169,1,1449.49,1449.49
HITM0000277,HORD000089,PRD0462,1,595.57,595.57
HITM0000278,HORD000089,PRD0800,1,274.87,274.87
HITM0000279,HORD000089,PRD0170,1,202.15,202.15
HITM0000280,HORD000089,PRD0029,1,476.78,476.78
HITM0000281,HORD000090,PRD0518,2,365.35,730.7
HITM0000282,HORD000090,PRD0504,1,3043.58,3043.58
HITM0000283,HORD000090,PRD0360,1,362.06,362.06
HITM0000284,HORD000090,PRD0238,1,814.82,814.82
HITM0000285,HORD000091,PRD0495,1,1086.82,1086.82
HITM0000286,HORD000091,PRD0368,1,372.64,372.64
HITM0000287,HORD000091,PRD0860,1,359.33,359.33
HITM0000288,HORD000092,PRD0821,1,1235.41,1235.41
HITM0000289,HORD000092,PRD0725,1,107.02,107.02
HITM0000290,HORD000093,PRD0587,2,1683.8,3367.6
HITM0000291,HORD000093,PRD0914,1,1089.48,1089.48
HITM0000292,HORD000093,PRD0228,1,121.94,121.94
HITM0000293,HORD000093,PRD0024,1,3386.44,3386.44
HITM0000294,HORD000094,PRD0090,1,223.82,223.82
HITM0000295,HORD000094,PRD0170,1,202.15,202.15
HITM0000296,HORD000094,PRD0575,1,177.67,177.67
HITM0000297,HORD000094,PRD0667,1,1136.29,1136.29
HITM0000298,HORD000095,PRD0116,1,333.11,333.11
HITM0000299,HORD000095,PRD0046,1,355.51,355.51
HITM0000300,HORD000095,PRD0703,1,289.3,289.3
HITM0000301,HORD000096,PRD0027,1,615.88,615.88
HITM0000302,HORD000096,PRD0701,2,3133.77,6267.54
HITM0000303,HORD000096,PRD0646,1,155.12,155.12
HITM0000304,HORD000097,PRD0098,1,848.52,848.52
HITM0000305,HORD000097,PRD0157,1,1654.35,1654.35
HITM0000306,HORD000097,PRD0411,3,2843.11,8529.33
HITM0000307,HORD000097,PRD0525,1,589.06,589.06
HITM0000308,HORD000098,PRD0748,1,147.02,147.02
HITM0000309,HORD000098,PRD0596,1,846.46,846.46
HITM0000310,HORD000098,PRD0796,1,214.68,214.68
HITM0000311,HORD000098,PRD0444,1,617.76,617.76
HITM0000312,HORD000099,PRD0205,1,864.54,864.54
HITM0000313,HORD000099,PRD0223,2,1235.21,2470.42
HITM0000314,HORD000099,PRD0676,1,499.99,499.99
HITM0000315,HORD000100,PRD0055,1,534.13,534.13
HITM0000316,HORD000100,PRD0993,1,752.35,752.35
HITM0000317,HORD000101,PRD0439,1,1460.48,1460.48
HITM0000318,HORD000101,PRD0191,1,2181.41,2181.41
HITM0000319,HORD000101,PRD0627,2,869.77,1739.54
HITM0000320,HORD000102,PRD0205,2,864.54,1729.08
HITM0000321,HORD000102,PRD0327,2,1792.58,3585.16
HITM0000322,HORD000102,PRD0101,1,1188.71,1188.71
HITM0000323,HORD000102,PRD0644,1,2975.58,2975.58
HITM0000324,HORD000103,PRD0811,1,1099.78,1099.78
HITM0000325,HORD000103,PRD0444,2,617.76,1235.52
HITM0000326,HORD000103,PRD0855,1,316.87,316.87
HITM0000327,HORD000103,PRD0645,1,206.79,206.79
HITM0000328,HORD000104,PRD0423,1,1099.29,1099.29
HITM0000329,HORD000104,PRD0076,1,729.89,729.89
HITM0000330,HORD000104,PRD0507,1,2282.08,2282.08
HITM0000331,HORD000105,PRD0745,1,882.2,882.2
HITM0000332,HORD000106,PRD0660,1,15.31,15.31
HITM0000333,HORD000106,PRD0174,1,2319.35,2319.35
HITM0000334,HORD000106,PRD0451,1,2851.18,2851.18
HITM0000335,HORD000106,PRD0769,1,333.15,333.15
HITM0000336,HORD000106,PRD0891,1,2011.11,2011.11
HITM0000337,HORD000107,PRD0362,1,1217.27,1217.27
HITM0000338,HORD000107,PRD0937,1,2275.76,2275.76
HITM0000339,HORD000107,PRD0545,1,219.94,219.94
HITM0000340,HORD000108,PRD0650,1,233.76,233.76
HITM0000341,HORD000108,PRD0218,1,637.83,637.83
HITM0000342,HORD000108,PRD0277,1,1740.27,1740.27
HITM0000343,HORD000109,PRD0977,1,171.2,171.2
HITM0000344,HORD000109,PRD0849,1,272.8,272.8
HITM0000345,HORD000109,PRD0771,2,1105.04,2210.08
HITM0000346,HORD000110,PRD0993,2,752.35,1504.7
HITM0000347,HORD000110,PRD0245,1,616.59,616.59
HITM0000348,HORD000110,PRD0412,1,383.4,383.4
HITM0000349,HORD000110,PRD0288,2,324.08,648.16
HITM0000350,HORD000110,PRD0472,1,658.25,658.25
HITM0000351,HORD000111,PRD0115,1,678.71,678.71
HITM0000352,HORD000111,PRD0976,1,838.03,838.03
HITM0000353,HORD000111,PRD0689,2,1230.12,2460.24
HITM0000354,HORD000111,PRD0830,1,57.62,57.62
HITM0000355,HORD000112,PRD0907,1,1941.5,1941.5
HITM0000356,HORD000112,PRD0150,1,338.38,338.38
HITM0000357,HORD000112,PRD0438,2,185.01,370.02
HITM0000358,HORD000113,PRD0310,3,83.71,251.13
HITM0000359,HORD000113,PRD0219,1,227.25,227.25
HITM0000360,HORD000113,PRD0636,2,801.41,1602.82
HITM0000361,HORD000113,PRD0403,2,615.54,1231.08
HITM0000362,HORD000114,PRD0304,1,966.94,966.94
HITM0000363,HORD000114,PRD1000,2,120.72,241.44
HITM0000364,HORD000114,PRD0325,1,926.64,926.64
HITM0000365,HORD000114,PRD0623,1,1221.11,1221.11
HITM0000366,HORD000115,PRD0740,1,326.46,326.46
HITM0000367,HORD000115,PRD0780,1,94.47,94.47
HITM0000368,HORD000115,PRD0698,1,445.24,445.24
HITM0000369,HORD000115,PRD0145,1,564.49,564.49
HITM0000370,HORD000116,PRD0217,1,648.29,648.29
HITM0000371,HORD000117,PRD0080,1,15.23,15.23
HITM0000372,HORD000118,PRD0030,1,360.75,360.75
HITM0000373,HORD000118,PRD0298,1,724.89,724.89
HITM0000374,HORD000118,PRD0840,1,48.65,48.65
HITM0000375,HORD000119,PRD0862,1,1164.81,1164.81
HITM0000376,HORD000119,PRD0458,1,960.04,960.04
HITM0000377,HORD000119,PRD0962,1,1496.58,1496.58
HITM0000378,HORD000119,PRD0374,1,1846.98,1846.98
HITM0000379,HORD000120,PRD0840,1,48.65,48.65
HITM0000380,HORD000120,PRD0793,1,476.45,476.45
HITM0000381,HORD000120,PRD0249,1,1193.82,1193.82
HITM0000382,HORD000120,PRD0927,1,1547.06,1547.06
HITM0000383,HORD000121,PRD0572,1,1821.3,1821.3
HITM0000384,HORD000121,PRD0758,1,282.47,282.47
HITM0000385,HORD000121,PRD0007,1,1073.56,1073.56
HITM0000386,HORD000122,PRD0695,1,980.37,980.37
HITM0000387,HORD000122,PRD0437,2,2082.66,4165.32
HITM0000388,HORD000123,PRD0660,1,15.31,15.31
HITM0000389,HORD000123,PRD0405,2,146.11,292.22
HITM0000390,HORD000123,PRD0537,2,669.66,1339.32
HITM0000391,HORD000123,PRD0066,2,66.71,133.42
HITM0000392,HORD000123,PRD0151,2,3024.81,6049.62
HITM0000393,HORD000124,PRD0610,1,159.67,159.67
HITM0000394,HORD000124,PRD0037,1,1207.21,1207.21
HITM0000395,HORD000124,PRD0233,1,804.27,804.27
HITM0000396,HORD000124,PRD0879,1,1214.72,1214.72
HITM0000397,HORD000125,PRD0610,1,159.67,159.67
HITM0000398,HORD000125,PRD0702,1,1587.86,1587.86
HITM0000399,HORD000126,PRD0659,1,1247.76,1247.76
HITM0000400,HORD000126,PRD0795,1,1118.81,1118.81
HITM0000401,HORD000126,PRD0813,1,772.8,772.8
HITM0000402,HORD000126,PRD0360,1,362.06,362.06
HITM0000403,HORD000127,PRD0727,2,1874.18,3748.36
HITM0000404,HORD000127,PRD0909,1,167.36,167.36
HITM0000405,HORD000128,PRD0154,1,3096.85,3096.85
HITM0000406,HORD000128,PRD0912,2,752.42,1504.84
HITM0000407,HORD000128,PRD0346,1,291.88,291.88
HITM0000408,HORD000129,PRD0048,1,176.51,176.51
HITM0000409,HORD000129,PRD0369,1,123.0,123.0
HITM0000410,HORD000129,PRD0970,3,403.08,1209.24
HITM0000411,HORD000129,PRD0755,1,417.76,417.76
HITM0000412,HORD000129,PRD0392,2,647.54,1295.08
HITM0000413,HORD000130,PRD0439,1,1460.48,1460.48
HITM0000414,HORD000130,PRD0511,1,2672.61,2672.61
HITM0000415,HORD000131,PRD0369,1,123.0,123.0
HITM0000416,HORD000131,PRD0585,1,81.84,81.84
HITM0000417,HORD000131,PRD0412,1,383.4,383.4
HITM0000418,HORD000131,PRD0512,2,1057.04,2114.08
HITM0000419,HORD000132,PRD0332,1,896.69,896.69
HITM0000420,HORD000132,PRD0175,1,883.13,883.13
HITM0000421,HORD000132,PRD0083,2,1563.94,3127.88
HITM0000422,HORD000132,PRD0517,2,466.6,933.2
HITM0000423,HORD000132,PRD0182,2,680.44,1360.88
HITM0000424,HORD000133,PRD0685,1,963.7,963.7
HITM0000425,HORD000133,PRD0280,1,149.57,149.57
HITM0000426,HORD000134,PRD0222,2,1210.33,2420.66
HITM0000427,HORD000134,PRD0575,1,177.67,177.67
HITM0000428,HORD000135,PRD0120,1,46.82,46.82
HITM0000429,HORD000135,PRD0420,2,365.11,730.22
HITM0000430,HORD000135,PRD0155,1,372.71,372.71
HITM0000431,HORD000136,PRD0987,1,1413.83,1413.83
HITM0000432,HORD000136,PRD0770,2,144.73,289.46
HITM0000433,HORD000136,PRD0208,3,425.89,1277.67
HITM0000434,HORD000136,PRD0439,1,1460.48,1460.48
HITM0000435,HORD000137,PRD0431,1,1519.4,1519.4
HITM0000436,HORD000137,PRD0890,1,279.59,279.59
HITM0000437,HORD000137,PRD0247,1,694.04,694.04
HITM0000438,HORD000137,PRD0228,1,121.94,121.94
HITM0000439,HORD000137,PRD0050,1,56.24,56.24
HITM0000440,HORD000138,PRD0409,1,178.56,178.56
HITM0000441,HORD000138,PRD0634,1,2121.75,2121.75
HITM0000442,HORD000138,PRD0450,1,210.74,210.74
HITM0000443,HORD000139,PRD0517,2,466.6,933.2
HITM0000444,HORD000139,PRD0616,1,480.04,480.04
HITM0000445,HORD000139,PRD0988,1,236.45,236.45
HITM0000446,HORD000140,PRD0248,1,451.1,451.1
HITM0000447,HORD000140,PRD0355,1,412.17,412.17
HITM0000448,HORD000140,PRD0867,1,500.96,500.96
HITM0000449,HORD000140,PRD0873,1,343.79,343.79
HITM0000450,HORD000141,PRD0925,1,327.94,327.94
HITM0000451,HORD000141,PRD0191,1,2181.41,2181.41
HITM0000452,HORD000141,PRD0847,1,370.04,370.04
HITM0000453,HORD000141,PRD0868,1,956.14,956.14
HITM0000454,HORD000142,PRD0773,1,1247.83,1247.83
HITM0000455,HORD000142,PRD0625,1,1034.61,1034.61
HITM0000456,HORD000142,PRD0949,1,541.69,541.69
HITM0000457,HORD000142,PRD0775,1,545.51,545.51
HITM0000458,HORD000143,PRD0964,1,449.57,449.57
HITM0000459,HORD000143,PRD0796,1,214.68,214.68
HITM0000460,HORD000144,PRD0517,2,466.6,933.2
HITM0000461,HORD000144,PRD0172,2,642.62,1285.24
HITM0000462,HORD000144,PRD0326,1,62.48,62.48
HITM0000463,HORD000145,PRD0575,1,177.67,177.67
HITM0000464,HORD000145,PRD0078,1,1051.69,1051.69
HITM0000465,HORD000145,PRD0434,1,388.26,388.26
HITM0000466,HORD000146,PRD0310,1,83.71,83.71
HITM0000467,HORD000146,PRD0016,1,255.89,255.89
HITM0000468,HORD000147,PRD0472,1,658.25,658.25
HITM0000469,HORD000147,PRD0573,2,281.0,562.0
HITM0000470,HORD000147,PRD0854,1,2184.3,2184.3
