mapping_id,output_table,target_field,source_format,json_source_path,xml_source_path,transformation_or_derivation,overlap_or_conflict_rule,notebook_evidence
MAP-orders-14,orders,tax_amount,derived,derived canonical orders.order_price,derived canonical orders.order_price,"calculate included GST as round(order_price / 11, 2); do not add it to order_total",derive from reconciled canonical inputs; compare repeated keyed results and record any differing non-missing value before retaining one row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-orders-15,orders,order_total,derived,derived order_price | $.orders[].header.couponDiscount | $.orders[].header.deliveryCharges,derived order_price | /OperationsExport/Orders/Order/Header/Coupon_Discount | /OperationsExport/Orders/Order/Header/Delivery_Charges,"calculate round(order_price * (1 - coupon_discount / 100) + delivery_charges, 2)",derive from reconciled canonical inputs; compare repeated keyed results and record any differing non-missing value before retaining one row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-orders-16,orders,season,both,$.orders[].header.season,/OperationsExport/Orders/Order/Header/Season,trim surrounding whitespace and preserve the supplied season spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-orders-17,orders,expedited_delivery,both,$.orders[].header.expeditedDelivery,/OperationsExport/Orders/Order/Header/Expedited_Delivery,retain JSON boolean or map XML Y/N to Python/CSV True or False,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-orders-18,orders,customer_lat,both,$.orders[].header.customerLat,/OperationsExport/Orders/Order/Header/Customer_Lat,remove any source unit label where applicable and convert to numeric without unnecessary rounding,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-orders-19,orders,customer_long,both,$.orders[].header.customerLong,/OperationsExport/Orders/Order/Header/Customer_Long,remove any source unit label where applicable and convert to numeric without unnecessary rounding,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-orders-20,orders,device_type,both,$.orders[].header.deviceType,/OperationsExport/Orders/Order/Header/Device_Type,trim surrounding whitespace and preserve the supplied device type spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-orders-21,orders,referral_source,both,$.orders[].header.referralSource,/OperationsExport/Orders/Order/Header/Referral_Source,trim surrounding whitespace and preserve the supplied referral source spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-orders-22,orders,customer_note_clean,both,$.orders[].header.customerNote,/OperationsExport/Orders/Order/Header/Customer_Note,"after promo extraction, decode entities, apply Unicode NFC, remove tags, listed markers, URLs, emoji and complete reference/promotion wrappers; collapse whitespace, trim, lowercase; literal NaN if empty",normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-orders-23,orders,promo_code,both,$.orders[].header.customerNote,/OperationsExport/Orders/Order/Header/Customer_Note,extract bounded B1SAVE- to B5SAVE- code from raw customer note before cleaning; uppercase or literal NaN,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.8 orders; Section 5 reconciliation; Section 6 executable VAL checks
MAP-order_items-01,order_items,order_item_id,both,$.orders[].shoppingCart[].orderItemID,/OperationsExport/Orders/Order/Shopping_Cart/Item/Order_Item_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.9 order items; Section 5 reconciliation; Section 6 executable VAL checks
MAP-order_items-02,order_items,order_id,both,$.orders[].shoppingCart[].orderID,/OperationsExport/Orders/Order/Shopping_Cart/Item/Order_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.9 order items; Section 5 reconciliation; Section 6 executable VAL checks
MAP-order_items-03,order_items,product_id,both,$.orders[].shoppingCart[].productID,/OperationsExport/Orders/Order/Shopping_Cart/Item/Product_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.9 order items; Section 5 reconciliation; Section 6 executable VAL checks
MAP-order_items-04,order_items,quantity,both,$.orders[].shoppingCart[].quantity,/OperationsExport/Orders/Order/Shopping_Cart/Item/Quantity,convert the source value to an integer without changing its business meaning,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.9 order items; Section 5 reconciliation; Section 6 executable VAL checks
MAP-order_items-05,order_items,unit_price,both,$.orders[].shoppingCart[].unitPrice,/OperationsExport/Orders/Order/Shopping_Cart/Item/Unit_Price,"remove AUD label and thousands separators, convert to numeric, and round monetary value to 2 decimals",normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.9 order items; Section 5 reconciliation; Section 6 executable VAL checks
MAP-order_items-06,order_items,line_revenue,derived,$.orders[].shoppingCart[].quantity | $.orders[].shoppingCart[].unitPrice,/OperationsExport/Orders/Order/Shopping_Cart/Item/Quantity | /OperationsExport/Orders/Order/Shopping_Cart/Item/Unit_Price,"calculate round(quantity * unit_price, 2) for each order item",derive from reconciled canonical inputs; compare repeated keyed results and record any differing non-missing value before retaining one row,Section 4.9 order items; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-01,customers,customer_id,JSON,$.customerProfiles[].customerID,,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-02,customers,signup_date,JSON,$.customerProfiles[].signupDate,,parse ISO JSON or day-first XML date and format YYYY-MM-DD,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-03,customers,loyalty_tier,JSON,$.customerProfiles[].loyaltyTier,,trim surrounding whitespace and preserve the supplied loyalty tier spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-04,customers,customer_segment,JSON,$.customerProfiles[].customerSegment,,trim surrounding whitespace and preserve the supplied customer segment spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-05,customers,age_band,JSON,$.customerProfiles[].ageBand,,trim surrounding whitespace and preserve the supplied age band spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-06,customers,preferred_channel,JSON,$.customerProfiles[].preferredChannel,,trim surrounding whitespace and preserve the supplied preferred channel spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-07,customers,home_suburb,JSON,$.customerProfiles[].homeSuburb,,trim surrounding whitespace and preserve the supplied home suburb spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-08,customers,prior_12m_orders,JSON,$.customerProfiles[].prior12MOrders,,convert the source value to an integer without changing its business meaning,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-09,customers,lifetime_value_before_period,JSON,$.customerProfiles[].lifetimeValueBeforePeriod,,"remove AUD label and thousands separators, convert to numeric, and round monetary value to 2 decimals",JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-10,customers,marketing_consent,JSON,$.customerProfiles[].marketingConsent,,retain JSON boolean or map XML Y/N to Python/CSV True or False,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-11,customers,home_postcode,JSON,$.customerProfiles[].homePostcode,,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-12,customers,home_state,JSON,$.customerProfiles[].homeState,,trim surrounding whitespace and preserve the supplied home state spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-13,customers,home_country,JSON,$.customerProfiles[].homeCountry,,trim surrounding whitespace and preserve the supplied home country spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-14,customers,preferred_language,JSON,$.customerProfiles[].preferredLanguage,,trim surrounding whitespace and preserve the supplied preferred language spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-15,customers,acquisition_source,JSON,$.customerProfiles[].acquisitionSource,,trim surrounding whitespace and preserve the supplied acquisition source spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-16,customers,account_status,JSON,$.customerProfiles[].accountStatus,,trim surrounding whitespace and preserve the supplied account status spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-17,customers,preferred_device,JSON,$.customerProfiles[].preferredDevice,,trim surrounding whitespace and preserve the supplied preferred device spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-18,customers,email_domain,JSON,$.customerProfiles[].emailDomain,,trim surrounding whitespace and preserve the supplied email domain spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-19,customers,household_size_band,JSON,$.customerProfiles[].householdSizeBand,,trim surrounding whitespace and preserve the supplied household size band spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-customers-20,customers,contact_frequency_preference,JSON,$.customerProfiles[].contactFrequencyPreference,,trim surrounding whitespace and preserve the supplied contact frequency preference spelling and category case,JSON-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.10 customers; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-01,deliveries,delivery_id,both,$.orders[].delivery.deliveryID,/OperationsExport/Orders/Order/Delivery/Delivery_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-02,deliveries,order_id,both,$.orders[].delivery.orderID,/OperationsExport/Orders/Order/Delivery/Order_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-03,deliveries,dispatch_date,both,$.orders[].delivery.dispatchDate,/OperationsExport/Orders/Order/Delivery/Dispatch_Date,parse ISO JSON or day-first XML date and format YYYY-MM-DD,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-04,deliveries,promised_date,both,$.orders[].delivery.promisedDate,/OperationsExport/Orders/Order/Delivery/Promised_Date,parse ISO JSON or day-first XML date and format YYYY-MM-DD,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-05,deliveries,delivered_date,both,$.orders[].delivery.deliveredDate,/OperationsExport/Orders/Order/Delivery/Delivered_Date,parse ISO JSON or day-first XML date and format YYYY-MM-DD,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-06,deliveries,carrier,both,$.orders[].delivery.carrier,/OperationsExport/Orders/Order/Delivery/Carrier,trim surrounding whitespace and preserve the supplied carrier spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-07,deliveries,service_level,both,$.orders[].delivery.serviceLevel,/OperationsExport/Orders/Order/Delivery/Service_Level,trim surrounding whitespace and preserve the supplied service level spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-08,deliveries,delivery_status,both,$.orders[].delivery.deliveryStatus,/OperationsExport/Orders/Order/Delivery/Delivery_Status,trim surrounding whitespace and preserve the supplied delivery status spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-09,deliveries,delay_days,both,$.orders[].delivery.delayDays,/OperationsExport/Orders/Order/Delivery/Delay_Days,convert the source value to an integer without changing its business meaning,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-10,deliveries,on_time_in_full,both,$.orders[].delivery.onTimeInFull,/OperationsExport/Orders/Order/Delivery/On_Time_In_Full,retain JSON boolean or map XML Y/N to Python/CSV True or False,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-11,deliveries,fulfilment_hours,both,$.orders[].delivery.fulfilmentHours,/OperationsExport/Orders/Order/Delivery/Fulfilment_Hours,convert the source value to an integer without changing its business meaning,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-12,deliveries,delivery_cost,both,$.orders[].delivery.deliveryCost,/OperationsExport/Orders/Order/Delivery/Delivery_Cost,"remove AUD label and thousands separators, convert to numeric, and round monetary value to 2 decimals",normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-13,deliveries,delay_reason,both,$.orders[].delivery.delayReason,/OperationsExport/Orders/Order/Delivery/Delay_Reason,trim surrounding whitespace and preserve the supplied delay reason spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-14,deliveries,promised_days,both,$.orders[].delivery.promisedDays,/OperationsExport/Orders/Order/Delivery/Promised_Days,convert the source value to an integer without changing its business meaning,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-15,deliveries,tracking_event_count,both,$.orders[].delivery.trackingEventCount,/OperationsExport/Orders/Order/Delivery/Tracking_Event_Count,convert the source value to an integer without changing its business meaning,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-16,deliveries,delivery_window,both,$.orders[].delivery.deliveryWindow,/OperationsExport/Orders/Order/Delivery/Delivery_Window,trim surrounding whitespace and preserve the supplied delivery window spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-17,deliveries,shipping_distance_km,both,$.orders[].delivery.shippingDistanceKm,/OperationsExport/Orders/Order/Delivery/Shipping_Distance_Km,remove any source unit label where applicable and convert to numeric without unnecessary rounding,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-18,deliveries,signature_required,both,$.orders[].delivery.signatureRequired,/OperationsExport/Orders/Order/Delivery/Signature_Required,retain JSON boolean or map XML Y/N to Python/CSV True or False,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-19,deliveries,estimated_carbon_kg,both,$.orders[].delivery.estimatedCarbonKg,/OperationsExport/Orders/Order/Delivery/Estimated_Carbon_Kg,remove any source unit label where applicable and convert to numeric without unnecessary rounding,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-deliveries-20,deliveries,delivery_note_clean,both,$.orders[].delivery.deliveryNoteClean,/OperationsExport/Orders/Order/Delivery/Delivery_Note_Clean,"decode entities, apply Unicode NFC, remove tags, listed markers, URLs, emoji and any complete reference/promotion wrapper; collapse whitespace and trim while preserving source letter case; literal NaN if empty",normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.11 deliveries; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-01,products,product_id,XML,,/OperationsExport/ProductCatalogue/Product/Product_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-02,products,product_name,XML,,/OperationsExport/ProductCatalogue/Product/Product_Name,trim surrounding whitespace and preserve the supplied product name spelling and category case,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-03,products,category,XML,,/OperationsExport/ProductCatalogue/Product/Category,trim surrounding whitespace and preserve the supplied category spelling and category case,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-04,products,brand,XML,,/OperationsExport/ProductCatalogue/Product/Brand,trim surrounding whitespace and preserve the supplied brand spelling and category case,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-05,products,unit_price,XML,,/OperationsExport/ProductCatalogue/Product/Unit_Price,"remove AUD label and thousands separators, convert to numeric, and round monetary value to 2 decimals",XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-06,products,unit_cost,XML,,/OperationsExport/ProductCatalogue/Product/Unit_Cost,"remove AUD label and thousands separators, convert to numeric, and round monetary value to 2 decimals",XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-07,products,launch_year,XML,,/OperationsExport/ProductCatalogue/Product/Launch_Year,convert the source value to an integer without changing its business meaning,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-08,products,warranty_months,XML,,/OperationsExport/ProductCatalogue/Product/Warranty_Months,convert the source value to an integer without changing its business meaning,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-09,products,weight_kg,XML,,/OperationsExport/ProductCatalogue/Product/Weight_Kg,remove any source unit label where applicable and convert to numeric without unnecessary rounding,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-10,products,product_sku,XML,,/OperationsExport/ProductCatalogue/Product/Product_Sku,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-11,products,subcategory,XML,,/OperationsExport/ProductCatalogue/Product/Subcategory,trim surrounding whitespace and preserve the supplied subcategory spelling and category case,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
